# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Al/Fe]	[Ba/Fe]	[Ca/Fe]	[Ce/Fe]	[C/Fe]	[Co/Fe]	[Cr/Fe]	[Eu/Fe]	[Mg/Fe]	[Mn/Fe]	[N/Fe]	[Ni/Fe]	[O/Fe]	[Si/Fe]	[Sr/Fe]	[Ti/Fe]	[V/Fe]	[Y/Fe]	[Zr/Fe]	log-e(Li)
HD214362	I.U.Roederer+,AJ, 147, 136, 2014	22 37 58.56	-22 38 39.7	5760	1.6	-2.04	-2.06	-0.35	0.06	0.45	0.1	<-0.17	-0.22	-0.11	0.4	0.43	-0.32	<2.33	0.08	0.42		0.71	0.33	0.09	-0.25	0.29	<1.13
HD214362	M.N.Ishigaki+,ApJ, 753, 64, 2012	22 37 58.56	-22 38 39.7	5783	1.98	-1.92				0.44						0.46					0.35		0.39				
HD214362	M.N.Ishigaki+,ApJ, 771, 67, 2013	22 37 58.56	-22 38 39.7	5783	1.98	-1.93			-0.19				-0.01	-0.15	0.21		-0.44		-0.05						-0.09		
HD214362	I.U.Roederer+,ApJ, 724, 975, 2010	22 37 58.56	-22 38 39.7																						-0.02		
HD214362	M.Ishigaki+,PASJ, 62, 143, 2010	22 37 58.56	-22 38 39.7	5636	1.6	-2.05	-2.05		0.08					-0.11		0.43	-0.51		0.01				0.37		-0.01		
HD214362	J.Simmerer+,ApJ, 617, 1091, 2004	22 37 58.56	-22 38 39.7	5727	2.62	-1.87						-0.87			0.53												
HD214362	D.L.Burris+,ApJ, 544, 302, 2000	22 37 58.56	-22 38 39.7	5650	1.5	-1.7			0.25																		
HD214925	W.Aoki+,PASJ, 60, L7, 2008	22 41 59.40	-20 47 03.0	4050	0	-2	-2.08					-0.69			0.47												
HD215801	P.E.Nissen+,AAP, 469, 319, 2007	22 48 29.43	-46 03 50.5	6071	3.83	-2.28	-2.28																				
HD215801	J.Melendez+,ApJ, 642, 1082, 2006	22 48 29.43	-46 03 50.5	6085	3.83	-2	-2.27													0.86							
HD215801	D.Fabbian+,AAP, 500, 1143, 2009	22 48 29.43	-46 03 50.5	6071	3.83	-2.28	-2.33					0.22								0.86							
HD215801	C.J.Akerman+,AAP, 414, 931, 2004	22 48 29.43	-46 03 50.5	6005	3.81	-2.29	-2.29					0.2								0.82							
HD215801	A.M.Amarsi+,AAP, 622, L4, 2019	22 48 29.43	-46 03 50.54	6054	3.85	-2.22	-2.22					0.11								0.76							
HD215801	P.E.Nissen+,AAP, 415, 993, 2004	22 48 29.43	-46 03 50.5	6005	3.81	-2.29	-2.29																				
HD216143	W.Aoki+,PASJ, 60, L7, 2008	22 50 31.09	-06 54 49.6	4450	0.8	-2.3	-2.32					-0.25			0.56												
HD216143	J.P.Fulbright+,ApJ, 595, 1154, 2003	22 50 31.09	-06 54 49.6	4500	1.17	-2.2	-2.26													0.51							
HD216143	Y.Saito+,PASJ, 61, 549, 2009	22 50 31.09	-06 54 49.6	4525	1.77	-2.09	-2.32																				
HD216143	T.V.Mishenina+,AAP, 396, 189, 2002	22 50 31.09	-06 54 49.6				-2.13																				
HD216143	J.Melendez+,ApJ, 556, 858, 2001	22 50 31.09	-06 54 49.6	4360	0.5	-2.22	-2.22					-0.53								0.79							
HD216143	D.L.Burris+,ApJ, 544, 302, 2000	22 50 31.09	-06 54 49.6	4525	0.8	-2	-2.01		-0.19						0.25							0.19			-0.31	-0.02	
HD216143	T.Mishenina+,MNRAS, 469, 4378, 2017	22 50 31.0884300128	-06 54 49.557528724	4455	1.05		-2.26	-0.14	-0.29	0.27			0.09	-0.25	0.38	0.27	-0.62		-0.04	0.48	0.45	0.01	0.06	-0.03	-0.15	0.14	<-0.5
HD216143	T.V.Mishenina+,AAP, 370, 951, 2001	22 50 31.09	-06 54 49.6	4500	1	-2.11	-2.11		-0.15	0.46	-0.06				0.39	0.04					0.42	0.18					
HD216143	J.P.Fulbright+,AJ, 120, 1841, 2000	22 50 31.09	-06 54 49.6	4525	1	-2.1	-2.23	0.17	-0.55	0.29				-0.14	0.5	0.31			0.07		0.53		0.24	0	-0.19	0.19	
HD216143	J.A.Johnson+,ApJ, 579, 616, 2002	22 50 31.09	-06 54 49.6				-2.05		-0.43													0.05			-0.32	0	
HD216143	J.A.Johnson+,ApJ, 554, 888, 2001	22 50 31.09	-06 54 49.6	4500	0.7	-2.1	-2.06		-0.41		-0.23				0.27												
HD216143	J.A.Johnson+,ApJS, 139, 219, 2002	22 50 31.09	-06 54 49.6	4500	0.7	-2.1	-2.21	-0.34	-0.27	0.29	-0.15		0.17	-0.11	0.41	0.65	-0.23		0.03		0.43		0.13	-0.07	-0.16	0.16	
HD218857	M.N.Ishigaki+,ApJ, 753, 64, 2012	23 11 24.59	-16 15 04.0	5107	2.71	-1.94				0.23						0.21					0.3		0.22				
HD218857	J.P.Fulbright+,ApJ, 595, 1154, 2003	23 11 24.59	-16 15 04.0	5050	2.43	-1.9	-2.06													0.59							
HD218857	M.Ishigaki+,PASJ, 62, 143, 2010	23 11 24.59	-16 15 04.0	4892	2.22	-2.12	-2.12		-0.63	0.3				-0.24		0.39	-0.62		0.05				0.28		-0.33		
HD218857	T.V.Mishenina+,AAP, 396, 189, 2002	23 11 24.59	-16 15 04.0																								
HD218857	D.L.Burris+,ApJ, 544, 302, 2000	23 11 24.59	-16 15 04.0	5125	2.4	-2			-0.19						-0.41							-0.13			-0.31	-0.15	
HD218857	T.V.Mishenina+,AAP, 370, 951, 2001	23 11 24.59	-16 15 04.0	5050	2.4	-1.84			-0.3		0.24					-0.02					0.29						
HD218857	J.A.Johnson+,ApJ, 579, 616, 2002	23 11 24.59	-16 15 04.0				-2.01		-0.64													-0.25			-0.63	-1	
HD218857	M.N.Ishigaki+,ApJ, 771, 67, 2013	23 11 24.59	-16 15 04.0	5107	2.71	-1.94			-0.48					-0.16	-0.15		-0.35		-0.06						-0.38		
HD218857	I.U.Roederer+,ApJ, 724, 975, 2010	23 11 24.59	-16 15 04.0																						-0.5		
HD218857	J.A.Johnson+,ApJ, 554, 888, 2001	23 11 24.59	-16 15 04.0	4850	1.8	-2	-2.02		-0.63																		
HD218857	A.E.GarciaPerez+,AAP, 451, 621, 2006	23 11 24.59	-16 15 04.0	5015	2.78	-1.8														0.43							
HD218857	J.Simmerer+,ApJ, 617, 1091, 2004	23 11 24.59	-16 15 04.0	5103	2.44	-1.9	-2.01					0.13			-0.04												
HD218857	J.A.Johnson+,ApJS, 139, 219, 2002	23 11 24.59	-16 15 04.0	4850	1.8	-2	-2.17	-1.05	-0.48	0.39			-0.13	-0.08		0.64	-0.41		-0.04		0.29		0.13	-0.12	-0.47		
HD218857	A.E.GarciaPerez+,AAP, 447, 299, 2006	23 11 24.59	-16 15 04.0	5015	2.78	-1.79																					0.9
HD221170	I.Ivans+,ApJ, 645, 613, 2006	23 29 28.80	+30 25 58.0	4510	1	-2.19	-2.16		0.19	0.35	0.17	-0.6	0.04	-0.17	0.78	0.37	-0.36	0.79	0.1	0.44	0.5	-0.23	0.25	0.06	-0.13	0.23	
HD221170	P.S.Barklem+,AAP, 439, 129, 2005	23 29 28.80	+30 25 58.0	4648	1.57	-2.14	-2.15	-0.36	0.32	0.29	0.32	-0.6	0.21	-0.2	0.83	0.27	-0.25		-0.13			0.05	0.3	0.15	-0.02	0.37	
HD221170	D.Karinkuzhi+,AAP, 645, 61, 2021	23 29 28.81	+30 25 57.86	4577	0.77	-2.4	-2.4		-0.08	0.33	0.12	-0.68	-0.19	-0.14	0.58	0.19	-0.33	0.67	-0.07	0.41			0.15		-0.31	0	
HD221170	W.Aoki+,PASJ, 60, L7, 2008	23 29 28.80	+30 25 58.0	4600	1.5	-2.1	-2.03					-0.49			0.78												
HD221170	J.P.Fulbright+,ApJ, 595, 1154, 2003	23 29 28.80	+30 25 58.0	4475	1.15	-2.2	-2.2													0.5							
HD221170	Y.Saito+,PASJ, 61, 549, 2009	23 29 28.80	+30 25 58.0	4560	1.37	-2.03	-2.04																				
HD221170	T.V.Mishenina+,AAP, 396, 189, 2002	23 29 28.80	+30 25 58.0				-2.05																				
HD221170	N.Christlieb+,AAP, 428, 1027, 2004	23 29 28.80	+30 25 58.0			-1.61																					
HD221170	J.Melendez+,ApJ, 556, 858, 2001	23 29 28.80	+30 25 58.0	4460	0.75	-2.11	-2.11					-0.18								0.66							
HD221170	D.L.Burris+,ApJ, 544, 302, 2000	23 29 28.80	+30 25 58.0	4425	1	-2			0.28						0.62										-0.28	0.2	
HD221170	T.Mishenina+,MNRAS, 469, 4378, 2017	23 29 28.8087923676	+30 25 57.847432750	4415	1.05		-2.26	-0.24	-0.13	0.43			-0.03	-0.29	0.61	0.27	-0.56		-0.01	0.48	0.57	-0.03	0.16	0.14	-0.31	0.34	<-0.4
HD221170	T.V.Mishenina+,AAP, 370, 951, 2001	23 29 28.80	+30 25 58.0	4500	1	-2.05	-2.05		0.3	0.45	0.1					0.2					0.39	-0.01					
HD221170	L.Zhang+,AAP, 528, A92, 2011	23 29 28.80	+30 25 58.0				-2.14					-0.48															
HD221170	J.P.Fulbright+,AJ, 120, 1841, 2000	23 29 28.80	+30 25 58.0	4500	0.9	-2.1	-2.17		-0.35	0.38				-0.21	0.59	0.42			0.11		0.56		0.27	-0.02	-0.27	0.12	
HD221170	J.Simmerer+,ApJ, 617, 1091, 2004	23 29 28.80	+30 25 58.0	4410	1.09	-2.35	-2.35					-0.32			0.98												
HD221170	J.J.Cowan+,ApJ, 627, 238, 2005	23 29 28.80	+30 25 58.0	4400	1.1	-2.35	-2.38								1.01											0.68	
HD222925	I.U.Roederer+,ApJ, 865, 129, 2018	23 45 17.61	-61 54 42.8	5636	2.54	-1.5		-0.07	0.66	0.36	0.85	-0.2	-0.08	-0.11	1.44	0.41	-0.3	0.2	-0.02		0.45	0.17	0.23	0.03	0.41	0.74	<0.8
HD222925	E.A.DenHartog+,ApJS, 254, 5, 2021			5636	2.54	-1.5	-8.96																				
HD222925	R.G.Gratton+,AAP, 354, 169, 2000	23 45 17.60	-61 54 43.0	5564	2.64	-1.51														0.91							
HD222925	I.U.Roederer+,ApJ, 902, L24, 2020			5636	2.54	-1.5			0.54						1.32												
HD224959	D.Karinkuzhi+,AAP, 645, 61, 2021	00 02 08.02	-02 49 12.25	4969	1.26	-2.36	-2.36		2.18	0.42	1.93	2.23	-0.03	0.07	1.99		-0.47	2.48	0.14	1.17		1.79	0.29		0.5	0.98	
HD224959	S.VanEck+,AAP, 404, 291, 2003	00 02 08.02	-02 49 12.3	5200	1.9		-2.2				1.9															1.02	
HD237846	I.U.Roederer+,AJ, 147, 136, 2014	09 52 38.68	+57 54 58.7	4730	1.3	-3.14	-3.21	-0.77	-0.92	0.39	<-0.34	0.15	-0.12	-0.25	-0.35	0.44	-0.5	<1.03	-0.03	1.17		-0.01	0.1	-0.21	-0.6	-0.06	0.81
HD237846	L.Zhang+,ApJ, 706, 1095, 2009	09 52 38.68	+57 54 58.7	4725	1.41	-3.01	-2.84		-1.3	0.22				-0.38		0.28	-0.69		-0.19				0.14		-0.65		
HD237846	M.N.Ishigaki+,ApJ, 753, 64, 2012	09 52 38.68	+57 54 58.7	5015	2.02	-2.81	-2.81			0.28						0.27							0.2				
HD237846	M.N.Ishigaki+,ApJ, 771, 67, 2013	09 52 38.68	+57 54 58.7	5015	2.02	-2.85	-2.85		-0.85					-0.3	-0.15							-0.02			-0.42		
HD237846	M.Ishigaki+,PASJ, 62, 143, 2010	09 52 38.68	+57 54 58.7	4621	1.04	-3.18	-3.17		-1.24	0.39				-0.39		0.5							0.16		-0.52		
HD237846	I.U.Roederer+,ApJ, 711, 573, 2010	09 52 38.68	+57 54 58.7	4600	1	-3.2	-3.29	-0.58	-0.86	0.39	<-0.23	0.28	-0.08	-0.26	-0.33	0.48	-0.55	<1.16	-0.05	1.68		-0.08	0.08	-0.34	-0.48	-0.11	0.55
HD23798	H.Jonsson+,AAP, 530, A144, 2011			4375	1.12	-2.03	-2.03														0.14						
HD23798	R.G.Gratton+,AAP, 354, 169, 2000			4487	1.07	-2.03	-2.08					-0.69								0.55							0
HD23798	J.P.Fulbright+,ApJ, 595, 1154, 2003			4375	1.12	-2	-2.36													0.73							
HD23798	I.U.Roederer+,ApJ, 724, 975, 2010						-2.26																		-0.14		
HD23798	J.Simmerer+,ApJ, 617, 1091, 2004			4450	1.06	-2.26	-2.26					-0.37			0.38												
HD23798	M.Aoki+,ApJ, 837, 8, 2017			4450	1.06	-2.26	-2.26		-0.02		0.02				0.24							0.25			0.01	0.39	
HD24289	A.M.Boesgaard+,ApJ, 743, 140, 2011			5700	3.5	-2.22	-2.22									0.29				0.49			0.35				
HD24289	A.M.Boesgaard+,ApJ, 667, 1196, 2007	03 51 54.54	-03 49 10.7	5700	3.5	-2.22	-2.22																				2.19
HD26169	I.U.Roederer+,AJ, 147, 136, 2014	04 00 52.40	-75 36 11.0	4750	1.35	-2.81	-2.8	-0.54	-0.51	0.51	-0.23	0.14	-0.22	-0.22	-0.14	0.64	-0.43	-0.46	0.05	0.56	0.77	0.43	0.19	-0.08	-0.21	0.29	0.73
HD26169	R.G.Gratton+,AAP, 354, 169, 2000	04 00 52.40	-75 36 11.0	5138	2.61	-2.3	-2.36					0.17								0.73							1.25
HD26169	A.E.GarciaPerez+,AAP, 451, 621, 2006	04 00 52.40	-75 36 11.0	4972	2.49	-2.29	-2.28													0.64							
HD26169	A.E.GarciaPerez+,AAP, 447, 299, 2006	04 00 52.40	-75 36 11.0	4972	2.49	-2.28	-2.28																				0.91
HD2665	G.Israelian+,ApJ,  557, L43, 2001			4990	2.5	-2	-2																				
HD2665	R.G.Gratton+,AAP, 354, 169, 2000			5061	2.35	-1.95	-2.02					-0.01						0.07		0.43							1.15
HD2665	J.P.Fulbright+,ApJ, 595, 1154, 2003			5025	2.12	-1.9														0.38							
HD2665	Y.Saito+,PASJ, 61, 549, 2009			5020	1.92	-2.09	-2.13																				
HD2665	N.Ryde+,AAP, 415, 559, 2004			4990	2.5	-1.74																					
HD2665	J.Melendez+,ApJ, 556, 858, 2001			5030	2.2	-1.9						-0.18								0.73							
HD2665	D.L.Burris+,ApJ, 544, 302, 2000			5000	2.2	-3			-0.27						0.05							-0.59			-0.53	-0.35	
HD2665	J.P.Fulbright+,AJ, 120, 1841, 2000			5050	2.2	-1.8			-0.26	0.26				-0.07		0.21			-0.07		0.44		0.22	-0.01	-0.5	-0.19	1.22
HD2665	I.U.Roederer+,ApJ, 724, 975, 2010																								-0.64		
HD2665	J.Simmerer+,ApJ, 617, 1091, 2004			4990	2.34	-1.99	-2.04					0.13			0.32												
HD27928	A.E.GarciaPerez+,AAP, 451, 621, 2006	04 22 55.00	-37 15 49.0	5044	2.67	-2.16	-2.14													0.51							
HD27928	A.E.GarciaPerez+,AAP, 447, 299, 2006	04 22 55.00	-37 15 49.0	5044	2.67	-2.14	-2.14																				0.96
HD2796	A.McWilliam+,AJ, 109, 2757, 1995	00 31 16.90	-16 47 41.0	4850	1.1	-2.6	-2.34		-0.42	0.27		-0.59			-0.06	0.32			-0.25			-0.04					
HD2796	G.Israelian+,ApJ,  557, L43, 2001	00 31 16.90	-16 47 41.0	4867	1.8	-2.3	-2.3																				
HD2796	M.Spite+,AAP, 430, 655, 2005	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47					-0.41						0.94		0.55							<-0.3
HD2796	A.McWilliam+,AJ, 109, 2736, 1995	00 31 16.90	-16 47 41.0																								
HD2796	S.M.Andrievsky+,AAP, 509, A88, 2010	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47									0.41											
HD2796	G.Bihain+,AAP, 423, 777, 2004	00 31 16.90	-16 47 41.0	4860	1.8	-2.18	-2.01																				
HD2796	T.V.Mishenina+,AAP, 370, 951, 2001	00 31 16.90	-16 47 41.0	4900	1.6	-2.21	-2.21		-0.31	0.45	-0.14				0.3	0.1					0.37	0.33					
HD2796	P.Francois+,AAP, 476, 935, 2007	00 31 16.90	-16 47 41.0	4950	1.5	-2.4	-2.47		-0.19		0.06				0.1							0.3			-0.22	0.1	
HD2796	J.Melendez+,ApJ, 575, 474, 2002	00 31 16.90	-16 47 41.0	4860	1.7	-2.26	-2.26					-0.88								0.65							
HD2796	S.M.Andrievsky+,AAP, 481, 481, 2008	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47	0.1																			
HD2796	S.M.Andrievsky+,AAP, 494, 1083, 2009	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47		-0.19																		
HD2796	R.Cayrel+,AAP, 416, 1117, 2004	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.45	-0.65		0.33		-0.43	0.05	-0.24		0.21	-0.44		-0.07	0.56	0.42		0.25				
HD2796	M.K.Mardini+,ApJ, 875, 89, 2019	00 31 16.91	-16 47 40.8	4869	1.04	-2.51	-2.51		-0.24	0.32	-0.25	-0.32		-0.16	-0.08	0.59	-0.35					-0.37	0.2	-0.06	-0.36	0.12	
HD2796	J.P.Fulbright+,ApJ, 595, 1154, 2003	00 31 16.90	-16 47 41.0	4950	2.13	-2.2	-2.28													0.72							
HD2796	H.Li+,ApJ, 852, L31, 2018	00 31 16.9149599675	-16 47 40.792690842	4832	1.05		-2.49		-0.31			-0.54				0.35											<0.06
HD2796	M.Spite+,AAP, 541, A143, 2012	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47			0.46																	
HD2796	T.V.Mishenina+,AAP, 396, 189, 2002	00 31 16.90	-16 47 41.0			-2.21	-2.21																				
HD2796	S.M.Andrievsky+,AAP, 464, 1081, 2007	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47																				
HD2796	M.Spite+,AAP, 455, 291, 2006	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47					-0.31						0.94									
HD2796	M.Spite+,AAP, 528, A9, 2011	00 31 16.90	-16 47 41.0	4950	1.5	-2.47	-2.47																				
HD2796	F.Spite+,AAP, 611, A30, 2018	00 31 16.91	-16 47 40.79	4950	1.5	-2.5	-2.47		-0.19						0.18							0.1			-0.22	0.1	
HD29574	H.N.Li+,ApJ, 765, 51, 2013			4200	0.1	-1.93		-0.29				-1.26			0.29	0.46				0.25							
